18602.909,2155
18600.705,2154
18598.502,2094
18596.299,2131
18594.097,2191
18591.895,2078
18589.694,2043
18587.494,2032
18585.294,2078
18583.094,2037
18580.896,1974
18578.697,1964
18576.499,1983
18574.302,2021
18572.106,2027
18569.909,2007
18567.714,1943
18565.519,1924
18563.324,1948
18561.130,1862
18558.937,1788
18556.744,1805
18554.552,1779
18552.360,1790
18550.169,1798
18547.978,1799
18545.788,1744
18543.599,1742
18541.410,1736
18539.221,1760
18537.033,1733
18534.846,1722
18532.659,1713
18530.473,1764
18528.287,1798
18526.102,1811
18523.917,1757
18521.733,1711
18519.550,1646
18517.367,1668
18515.184,1645
18513.002,1656
18510.821,1598
18508.640,1639
18506.460,1599
18504.280,1608
18502.101,1630
18499.922,1634
18497.744,1580
18495.566,1585
18493.389,1567
18491.213,1582
18489.037,1561
18486.862,1594
18484.687,1559
18482.512,1564
18480.339,1534
18478.165,1586
18475.993,1581
18473.820,1586
18471.649,1574
18469.478,1587
18467.307,1525
18465.137,1525
18462.968,1512
18460.799,1523
18458.630,1501
18456.463,1519
18454.295,1505
18452.128,1549
18449.962,1569
18447.796,1569
18445.631,1526
18443.467,1571
18441.303,1532
18439.139,1531
18436.976,1513
18434.814,1529
18432.652,1606
18430.490,1570
18428.329,1611
18426.169,1606
18424.009,1612
18421.850,1591
18419.691,1558
18417.533,1526
18415.375,1556
18413.218,1497
18411.062,1522
18408.906,1511
18406.750,1517
18404.595,1511
18402.441,1500
18400.287,1514
18398.133,1529
18395.980,1544
18393.828,1547
18391.676,1536
18389.525,1549
18387.374,1594
18385.224,1563
18383.074,1567
18380.925,1547
18378.777,1565
18376.629,1587
18374.481,1542
18372.334,1564
18370.188,1530
18368.042,1499
18365.896,1497
18363.751,1516
18361.607,1502
18359.463,1471
18357.320,1507
18355.177,1510
18353.035,1504
18350.893,1513
18348.752,1528
18346.611,1547
18344.471,1535
18342.332,1537
18340.192,1538
18338.054,1520
18335.916,1529
18333.778,1520
18331.641,1531
18329.505,1548
18327.369,1497
18325.234,1539
18323.099,1558
18320.965,1585
18318.831,1574
18316.697,1581
18314.565,1604
18312.432,1648
18310.301,1624
18308.170,1564
18306.039,1574
18303.909,1523
