17588.502,4640
17587.967,4619
17587.432,4698
17586.898,4639
17586.363,4675
17585.828,4590
17585.294,4656
17584.759,4711
17584.225,4652
17583.690,4650
17583.156,4655
17582.621,4678
17582.087,4645
17581.553,4637
17581.019,4693
17580.484,4663
17579.950,4680
17579.416,4638
17578.882,4701
17578.348,4579
17577.814,4654
17577.280,4647
17576.747,4553
17576.213,4668
17575.679,4641
17575.146,4619
17574.612,4602
17574.078,4594
17573.545,4642
17573.011,4657
17572.478,4627
17571.945,4623
17571.411,4641
17570.878,4609
17570.345,4644
17569.812,4654
17569.279,4636
17568.746,4623
17568.213,4626
17567.680,4601
17567.147,4679
17566.614,4600
17566.081,4635
17565.548,4642
17565.016,4622
17564.483,4571
17563.950,4646
17563.418,4584
17562.885,4616
17562.353,4656
17561.820,4647
17561.288,4657
17560.756,4633
17560.224,4601
17559.691,4678
17559.159,4627
17558.627,4608
17558.095,4569
17557.563,4657
17557.031,4612
17556.499,4625
17555.967,4627
17555.436,4694
17554.904,4633
17554.372,4578
17553.840,4649
17553.309,4587
17552.777,4607
17552.246,4666
17551.714,4614
17551.183,4649
17550.652,4638
17550.120,4647
17549.589,4643
17549.058,4567
17548.527,4547
17547.996,4658
17547.464,4625
17546.933,4598
17546.403,4620
17545.872,4637
17545.341,4640
17544.810,4659
17544.279,4586
17543.749,4626
17543.218,4652
17542.687,4595
17542.157,4579
17541.626,4590
17541.096,4598
17540.565,4612
17540.035,4580
17539.505,4670
17538.974,4665
17538.444,4634
17537.914,4606
17537.384,4600
17536.854,4628
17536.324,4570
17535.794,4616
17535.264,4615
17534.734,4621
17534.204,4592
17533.675,4606
17533.145,4608
17532.615,4600
17532.086,4593
17531.556,4558
17531.027,4587
17530.497,4582
17529.968,4644
17529.438,4573
17528.909,4597
17528.380,4640
17527.851,4556
17527.321,4612
17526.792,4583
17526.263,4574
17525.734,4547
17525.205,4607
17524.676,4619
17524.147,4568
17523.619,4577
17523.090,4635
17522.561,4598
17522.032,4573
17521.504,4597
17520.975,4611
17520.447,4561
17519.918,4665
17519.390,4631
17518.862,4605
17518.333,4594
17517.805,4618
17517.277,4591
17516.749,4593
17516.220,4613
17515.692,4616
17515.164,4599
17514.636,4637
17514.108,4530
17513.581,4636
17513.053,4594
17512.525,4609
17511.997,4574
17511.470,4599
17510.942,4682
17510.414,4596
17509.887,4552
17509.359,4582
17508.832,4592
17508.305,4658
17507.777,4584
17507.250,4586
17506.723,4624
17506.196,4644
17505.668,4613
17505.141,4630
17504.614,4552
17504.087,4629
17503.560,4610
17503.034,4588
17502.507,4622
17501.980,4613
17501.453,4611
17500.926,4637
17500.400,4611
17499.873,4694
17499.347,4596
17498.820,4629
17498.294,4641
17497.767,4673
17497.241,4685
17496.715,4655
17496.189,4641
17495.662,4659
17495.136,4654
17494.610,4612
17494.084,4677
17493.558,4633
17493.032,4708
17492.506,4657
17491.980,4600
17491.455,4697
17490.929,4693
17490.403,4626
17489.877,4622
17489.352,4673
17488.826,4687
17488.301,4614
17487.775,4678
17487.250,4607
17486.725,4651
17486.199,4610
17485.674,4628
17485.149,4640
17484.624,4626
17484.099,4651
17483.573,4648
17483.048,4644
17482.523,4654
17481.999,4646
17481.474,4689
17480.949,4625
17480.424,4647
17479.899,4671
17479.375,4705
17478.850,4660
17478.326,4675
17477.801,4659
17477.277,4647
17476.752,4631
17476.228,4701
17475.703,4679
17475.179,4621
17474.655,4652
17474.131,4658
17473.607,4674
17473.083,4719
17472.559,4631
17472.035,4638
17471.511,4658
17470.987,4602
17470.463,4689
17469.939,4660
17469.415,4614
17468.892,4637
17468.368,4622
17467.844,4666
17467.321,4658
17466.797,4640
17466.274,4602
17465.751,4706
17465.227,4583
17464.704,4643
17464.181,4718
17463.658,4655
17463.134,4609
17462.611,4682
17462.088,4669
17461.565,4647
17461.042,4651
17460.519,4667
17459.996,4703
17459.474,4692
17458.951,4684
17458.428,4631
17457.906,4602
17457.383,4619
17456.860,4591
17456.338,4704
17455.815,4651
17455.293,4624
17454.771,4591
17454.248,4601
17453.726,4651
17453.204,4615
17452.682,4587
17452.160,4656
17451.637,4607
17451.115,4574
17450.593,4611
17450.072,4603
17449.550,4621
17449.028,4668
17448.506,4637
17447.984,4590
17447.463,4674
17446.941,4638
17446.419,4672
17445.898,4622
17445.376,4613
17444.855,4601
17444.334,4550
17443.812,4658
17443.291,4654
17442.770,4613
17442.248,4616
17441.727,4593
17441.206,4594
17440.685,4587
17440.164,4640
17439.643,4653
17439.122,4648
17438.601,4613
17438.081,4599
17437.560,4588
17437.039,4641
17436.519,4639
17435.998,4631
17435.477,4543
17434.957,4603
17434.436,4647
17433.916,4620
17433.396,4579
17432.875,4641
17432.355,4606
17431.835,4586
17431.315,4633
17430.794,4578
17430.274,4636
17429.754,4621
17429.234,4578
17428.714,4646
17428.195,4607
17427.675,4565
17427.155,4598
17426.635,4632
17426.115,4645
17425.596,4630
17425.076,4638
17424.557,4620
17424.037,4691
17423.518,4622
17422.998,4618
17422.479,4625
17421.960,4568
17421.440,4601
17420.921,4654
17420.402,4590
17419.883,4583
17419.364,4579
17418.845,4555
17418.326,4573
17417.807,4597
17417.288,4634
17416.769,4612
17416.251,4581
17415.732,4609
17415.213,4635
17414.695,4584
17414.176,4638
17413.657,4660
17413.139,4618
17412.621,4566
17412.102,4620
17411.584,4611
17411.066,4540
17410.547,4604
17410.029,4638
17409.511,4567
17408.993,4554
17408.475,4638
17407.957,4577
17407.439,4612
17406.921,4564
17406.403,4606
17405.885,4585
17405.368,4663
17404.850,4632
17404.332,4592
17403.815,4683
17403.297,4547
17402.780,4645
17402.262,4575
17401.745,4632
17401.227,4614
17400.710,4590
17400.193,4602
17399.675,4659
17399.158,4548
17398.641,4583
17398.124,4609
17397.607,4586
17397.090,4583
17396.573,4671
17396.056,4621
17395.539,4612
17395.023,4562
17394.506,4632
17393.989,4591
17393.473,4654
17392.956,4595
17392.439,4604
17391.923,4639
17391.406,4643
17390.890,4648
17390.374,4659
17389.857,4569
17389.341,4675
17388.825,4636
17388.309,4601
17387.793,4576
17387.277,4628
17386.761,4606
17386.245,4677
17385.729,4700
17385.213,4583
17384.697,4631
17384.181,4686
17383.665,4574
17383.150,4639
17382.634,4608
17382.118,4669
17381.603,4662
17381.087,4659
17380.572,4633
17380.057,4722
17379.541,4661
17379.026,4640
17378.511,4589
17377.995,4607
17377.480,4633
17376.965,4571
17376.450,4560
17375.935,4614
17375.420,4672
17374.905,4592
17374.390,4677
17373.876,4645
17373.361,4628
17372.846,4608
17372.331,4667
17371.817,4646
17371.302,4646
17370.788,4621
17370.273,4627
17369.759,4655
17369.244,4665
17368.730,4596
17368.216,4703
17367.701,4677
17367.187,4686
17366.673,4666
17366.159,4662
17365.645,4631
17365.131,4641
17364.617,4640
17364.103,4685
17363.589,4665
17363.075,4652
17362.562,4684
17362.048,4702
17361.534,4652
17361.021,4721
17360.507,4610
17359.993,4643
17359.480,4649
17358.967,4685
17358.453,4687
17357.940,4696
17357.427,4699
17356.913,4662
17356.400,4654
17355.887,4667
17355.374,4647
17354.861,4650
17354.348,4676
17353.835,4590
17353.322,4691
17352.809,4732
17352.296,4671
17351.783,4716
17351.271,4646
17350.758,4652
17350.245,4670
17349.733,4661
17349.220,4671
17348.708,4639
17348.195,4656
17347.683,4684
17347.171,4648
17346.658,4672
17346.146,4672
17345.634,4678
17345.122,4578
17344.610,4627
17344.098,4687
17343.586,4681
17343.074,4653
17342.562,4631
17342.050,4701
17341.538,4681
17341.026,4648
17340.515,4629
17340.003,4686
17339.491,4719
17338.980,4627
17338.468,4726
17337.957,4678
17337.445,4620
17336.934,4686
17336.423,4677
17335.911,4607
17335.400,4634
17334.889,4632
17334.378,4631
17333.867,4694
17333.356,4667
17332.845,4664
17332.334,4628
17331.823,4686
17331.312,4676
17330.801,4674
17330.290,4676
17329.780,4739
17329.269,4678
17328.758,4733
17328.248,4675
17327.737,4639
17327.227,4624
17326.716,4647
17326.206,4630
17325.695,4667
17325.185,4731
17324.675,4684
17324.165,4651
17323.655,4609
17323.144,4719
17322.634,4661
17322.124,4724
17321.614,4605
17321.104,4683
17320.595,4636
17320.085,4623
17319.575,4680
17319.065,4682
17318.556,4653
17318.046,4665
17317.536,4666
17317.027,4668
17316.517,4652
17316.008,4676
17315.499,4640
17314.989,4633
17314.480,4684
17313.971,4635
17313.461,4626
17312.952,4712
17312.443,4666
17311.934,4571
17311.425,4621
17310.916,4602
17310.407,4668
17309.898,4677
17309.389,4657
17308.881,4628
17308.372,4599
17307.863,4652
17307.355,4641
17306.846,4635
17306.337,4642
17305.829,4682
17305.320,4651
17304.812,4681
17304.304,4567
17303.795,4636
17303.287,4616
17302.779,4587
17302.271,4635
17301.763,4643
17301.255,4650
17300.747,4603
17300.239,4597
17299.731,4644
17299.223,4589
17298.715,4592
17298.207,4637
17297.699,4588
17297.192,4690
17296.684,4618
17296.176,4588
17295.669,4681
17295.161,4645
17294.654,4591
17294.146,4689
